epoch,PSNR,loss,val_PSNR,val_loss
0,15.13052291015625,302795.586785,16.35964622844349,218710.7631060606
1,16.773489083251953,199537.056475,17.383928507024592,172832.18729166666
2,17.31895921142578,175823.083095,17.289732247554895,176843.5456060606
3,17.788223260498047,157928.423365,17.92208810748476,152878.7466287879
4,18.0617531439209,148301.812645,18.046487651015774,148554.34212121213
5,18.17304081726074,144555.74084,18.124688064112807,146083.6218560606
6,18.306038063354492,140259.1470725,18.470010017626212,134932.33195075757
7,18.4056947064209,137072.440465,18.386610174468068,137538.78081439395
8,18.48346476257324,134615.275515,18.49188900340687,134389.76515151514
9,18.539423509521484,133035.64629,18.163970741503167,145065.04369318183
10,18.61929308898926,130542.40045,18.76807154337565,125949.81482007576
11,18.683295455322266,128619.85284,18.281712443033854,141115.60259469697
12,18.691017399902343,128474.971785,18.811049691402552,124787.98645833334
13,18.762850414428712,126312.0789975,18.71948544357762,127478.57133522727
14,18.809491177978515,125012.878675,18.5575654370857,132480.87345643938
15,18.84236922912598,124077.0189825,18.92405831308076,121621.32422348484
16,18.87606419921875,123080.3532975,18.89879424355247,122313.33890151515
17,18.923065938720704,121773.040895,19.04843170628403,118232.6390530303
18,18.924556721191408,121728.9318525,18.95287425879276,120844.38225378787
19,18.9686619921875,120551.567525,19.02848454099713,118799.97433712121
20,18.994586803588867,119815.331105,19.02617044391054,118815.72379734849
21,19.01574608886719,119248.518745,19.077718945127543,117425.36104166666
22,19.040774467163086,118569.556745,18.804809651230322,125053.3309469697
23,19.081808064575196,117428.86125,19.11458227215391,116485.74321969697
24,19.077647720336913,117612.69327,19.06860298387932,117708.44269886364
25,19.09737483215332,117037.43662,19.06895464116877,117901.18623106061
26,19.11596414855957,116521.463915,19.130277152783943,116104.9008996212
27,19.13521434753418,116047.368025,19.062155114376182,117958.28730113637
28,19.129579432373045,116195.696335,19.206556387236624,114166.33122159091
29,19.174151571655273,115006.2483,19.07142281965776,117659.175625
30,19.190819559936525,114573.943605,19.357622886426523,110169.40674242424
31,19.18612813598633,114689.9728875,19.243400495124586,113266.26622159091
32,19.200366614379885,114364.0696475,19.175679684263287,115084.30184659091
33,19.2219475189209,113745.072345,19.07404875090628,117609.98755681819
34,19.23594552307129,113396.972175,19.13802620858857,115860.24664772727
35,19.242030377197267,113275.48006,19.350924204046077,110389.3556344697
36,19.257293385009767,112903.19626,19.266798481796727,112650.63145833333
37,19.293460475463867,111908.5613225,19.365612478545216,109983.26166666667
38,19.24967730834961,113083.408885,19.348179790612424,110438.40366477273
39,19.32915256286621,111034.566695,19.360358965324632,110186.66540719697
40,19.316821134643554,111316.2308625,19.39277717590332,109375.4084090909
41,19.341659937133787,110721.8065875,19.13894625114672,116036.60068181818
42,19.349597420654298,110545.0831475,19.405955123901368,109035.50979166667
43,19.36190289855957,110195.4439425,19.281992427941525,112213.96859848485
44,19.359926384277344,110259.708055,19.341717305038916,110709.34226325758
45,19.387383688964842,109587.78404,19.39291551994555,109365.29971590909
46,19.37004294128418,110011.54243,19.505950100060666,106527.26175189394
47,19.418851939086913,108800.907595,19.37379065773704,109884.11795454545
48,19.39397442138672,109426.539185,19.50020415797378,106652.72491477273
49,19.445939381103514,108111.5964575,19.209049495350232,114137.16985795455
50,19.431031111450196,108501.30835,19.31896258498683,111205.91540719697
51,19.451681014404297,107976.6880125,19.392334696451822,109432.37670454546
52,19.457962416381836,107862.478245,19.57507588704427,104867.48905303031
53,19.466697322998048,107629.1593225,19.52991738984079,106047.00870265151
54,19.477411908569337,107363.7700925,19.341823737404564,110701.05323863636
55,19.4796281439209,107289.3316275,19.50165078827829,106692.43375
56,19.492432381591797,106979.06994,19.510023766719932,106484.74304924242
57,19.496810935668947,106889.25218,19.620397699529473,103866.22887310605
