epoch,PSNR,loss,val_PSNR,val_loss
0,25.7050127935791,6152.291354375,25.390172489050663,6152.930201231061
1,25.699942279052735,6152.2993209375,25.591828925392843,6152.5203403172345
2,25.694416202392578,6152.3139584375,25.448664240981593,6152.809673887311
3,25.704584326171876,6152.28674515625,25.508810188987038,6152.6746277225375
4,25.68724692932129,6152.333289375,25.41626131924716,6152.874263731061
5,25.695444132080077,6152.3156365625,25.55843169703628,6152.589422348485
6,25.704833759765624,6152.293676875,25.51262040571733,6152.66972360322
7,25.703549694213866,6152.2911371875,25.571454396103366,6152.559672111743
8,25.658604833984374,6152.39940140625,25.508621821548,6152.68818359375
9,25.703066690063476,6152.3020640625,25.4846878491026,6152.726290838068
10,25.706979114379884,6152.28423625,25.534972302985913,6152.629218158144
11,25.696322072753905,6152.307496875,25.517554513179896,6152.674421756628
12,25.701450318603516,6152.29395984375,25.543118110425546,6152.6135925662875
13,25.67636193725586,6152.34832140625,25.531344879612778,6152.646295572917
14,25.719403701171874,6152.26037125,25.546888621937146,6152.613268229166
15,25.696386509399414,6152.30479828125,25.51488410949707,6152.668843513257
16,25.710192866821288,6152.2784615625,25.545644219138406,6152.620461647727
17,25.69553334411621,6152.31055578125,25.47391024271647,6152.760751065341
18,25.70516473022461,6152.2878521875,25.56075416102554,6152.58708984375
19,25.69663112426758,6152.32487546875,25.510056975393585,6152.685118963068
20,25.713334544677735,6152.271560625,25.56480867328066,6152.570469341856
21,25.70621918823242,6152.2851565625,25.56649502840909,6152.58252544981
22,25.70027893737793,6152.29584546875,25.526906252774324,6152.653462949811
23,25.716954102783202,6152.2658765625,25.252868481260357,6153.219796401515
24,25.71481475402832,6152.26786984375,25.373774432558,6152.954140033144
25,25.701884753417968,6152.299025625,25.529936437895802,6152.646603338068
26,25.712235875854493,6152.273213125,25.47751633384011,6152.753470052084
27,25.722295578002928,6152.25583578125,25.497210170861447,6152.705855823863
28,25.733387666625976,6152.2364771875,25.481226561575223,6152.747440222538
29,25.72725319580078,6152.24861203125,25.509830111879293,6152.687811908144
30,25.710775540771483,6152.2781234375,25.42930490204782,6152.846551846591
