epoch,PSNR,loss,val_PSNR,val_loss
0,16.242081054077147,0.025149985816478728,17.42687174016779,0.018135075038581184
1,18.0166359564209,0.01587326082110405,18.55996567697236,0.01396405300859249
2,18.46625776489258,0.014299707585573196,18.804809850056966,0.01319519465732755
3,18.68672149536133,0.013581515972614288,18.91794996319395,0.012858873878916105
4,18.867498974609376,0.013028985809385777,19.021615982055664,0.012564969621598721
5,19.006280712890625,0.01262136208742857,19.14493915904652,0.012220117445244934
6,19.201207462768554,0.012062377028465271,19.288985235040837,0.011813974763182076
7,19.328793435058593,0.011719158386290073,19.46419435674494,0.011360727343143839
8,19.51943890197754,0.011213124472498894,19.68683372959946,0.010782491420254562
9,19.636212144775392,0.010911673500835896,19.893680799079664,0.010268670546286034
10,19.785688262939452,0.010541677597165108,19.89132582693389,0.010285950632709446
11,19.864003900756835,0.01035422535598278,19.96015491138805,0.010122479793022979
12,19.972854088745116,0.01009514095455408,20.09827818437056,0.009800266257741235
13,19.996724081420897,0.010040279115736484,19.641188567190458,0.010911187145746116
14,20.041886919555665,0.009934533166587352,20.093419416023025,0.009803974648768251
15,20.103887408447264,0.009799744978547097,19.919419398452295,0.010217801600017331
16,20.153035869750976,0.009687148694097996,20.20179512717507,0.009577885834556637
17,20.158986793823242,0.009675355516076088,20.336478437943892,0.009272915105702299
18,20.19630127746582,0.009596866860687732,20.0553071270567,0.009899811854190898
19,20.24874785217285,0.00947831196039915,20.343296027906014,0.00926339629811771
20,20.295531712646483,0.009377029221057891,20.35455018939394,0.009238490418277004
21,20.30927654724121,0.009344152413606643,20.476289124922317,0.008980820436369288
22,20.29007372192383,0.009389043908715249,20.29969335382635,0.00937124164492795
23,20.326488581542968,0.009308002961874009,20.36621807676373,0.00921926552260464
24,20.360034241333008,0.009238958102464676,20.43958917791193,0.009054247329406667
25,20.369815388793945,0.009217132552266121,20.251346511840822,0.009468279653652148
26,20.410748442993164,0.009130360988378525,20.364135187322443,0.009234929665020018
27,20.42985322692871,0.00908769264549017,20.382828672004468,0.009183040806515651
28,20.406794329223633,0.009140553503036499,20.24206053762725,0.00949008084833622
29,20.4309339465332,0.00908712629109621,20.480071855024857,0.008989563343877143
30,20.47455539855957,0.008996854875981808,20.514644491022285,0.008906018484496708
31,20.456836221313477,0.0090352108335495,20.568609926628344,0.008794025547350898
32,20.501212192993165,0.00894217004597187,20.472665171767726,0.008985685855150223
33,20.498013840942384,0.00894957240998745,20.43170155611905,0.009088053721370119
34,20.475148803100588,0.00899607767254114,20.42070775349935,0.0091036555679007
35,20.501268165893556,0.008940986321568489,20.57851292696866,0.00878490026814468
36,20.50585957336426,0.008936008064448834,20.63479431845925,0.00867341419061025
37,20.539956405029297,0.008865634142756462,20.449369541515004,0.00904856229821841
38,20.504753959350587,0.008938231781721115,20.409926579793293,0.009121064096689224
39,20.524071239624025,0.00889534610748291,20.594290260546135,0.008749508934490608
40,20.55661696166992,0.008828053298592568,20.386931619355174,0.009175975967311498
41,20.560113150024414,0.008824316853284836,20.612764145822236,0.008704554631628773
42,20.55957024291992,0.008824249774813652,20.56518448569558,0.008812733027293827
43,20.60792753601074,0.0087232626247406,20.54204127225009,0.008855790800668976
44,20.55554031616211,0.008832817201912403,20.62421882398201,0.008687882729326234
45,20.578448110351562,0.008786252248883247,20.469387641675546,0.009002254881867856
46,20.618594835205077,0.008703665894269944,20.587524145877723,0.008770933165920503
47,20.622484263916014,0.008696356641352177,20.635224264896276,0.008670221824537624
48,20.599230056152344,0.008744881260991096,20.635946012554747,0.00865924734057802
49,20.59406653930664,0.008753566619157792,20.61571969465776,0.008711470379070801
50,20.60323653442383,0.008734084472209216,20.6568807405414,0.008617169065683177
51,20.619154325561524,0.00870243262141943,20.69012117096872,0.008558740132685864
52,20.60101653503418,0.008743492005169391,20.63258730801669,0.00866705354980447
53,20.60477057434082,0.008730396118164063,20.65415120905096,0.00862237807024609
54,20.65411672241211,0.008631557992696761,20.41355509440104,0.009138161941911235
55,20.641053240966798,0.008661205860078335,20.701095851551404,0.008543940165051908
56,20.6547526373291,0.00862933855831623,20.577402473218513,0.008772347613491795
57,20.63841232727051,0.00866484009116888,20.571101011796433,0.008798761316998438
58,20.667160733032226,0.008607582755684852,20.56203668305368,0.008813998326659203
59,20.683169581298827,0.008573702505528927,20.739472244725082,0.008457799045877023
60,20.618143489379882,0.008706483637094498,20.608679922855263,0.008715917671268636
61,20.6814862890625,0.00857665383964777,20.76216313911207,0.008412866121665998
62,20.693078201293947,0.008552434690594673,20.728301192774918,0.008480222340334546
63,20.674667517700197,0.008593003909289836,20.65917138301965,0.008619095211227735
64,20.677983162841798,0.008583102513849736,20.811618830362956,0.008314488405982654
65,20.632443904418945,0.008683138605356217,20.650352723092745,0.008637521176627187
66,20.67888720336914,0.008586264390051364,20.816061657992275,0.00831425322050398
67,20.708236826782226,0.008524001250863075,20.740634078979493,0.008452165358220087
68,20.70863161010742,0.008526122899651527,20.58994032426314,0.00875118500129743
69,20.70761668457031,0.008527571387887001,20.72310405846798,0.008488017712352854
70,20.70653329345703,0.00852841487288475,20.604114883885238,0.008737389653018027
71,20.70446478210449,0.008537224390506745,20.802867889404297,0.008347267584141456
72,20.73010437927246,0.008481512950360775,20.795540944879704,0.008349730084565552
73,20.701333380737303,0.008542109805643558,20.800386236942174,0.00833741531001799
74,20.724339269409178,0.008493020862936974,20.76295365073464,0.008412478272662019
75,20.730041153564454,0.008481297806501389,20.78097448637991,0.008378867240566195
76,20.703632752685547,0.008538471910953522,20.706531966238312,0.00851284605761369
77,20.724546383666993,0.008494914655387402,20.706983133951823,0.008516800874336199
78,20.73016953063965,0.00848434970498085,20.85557992877382,0.008233926537813562
79,20.751944688110353,0.008438747909665107,20.783330808697325,0.008371275481626844
80,20.751321857299803,0.008443419701308012,20.763876446810634,0.008407818146727301
81,20.740228806152345,0.008465653509497642,20.601854368267638,0.008739522922445427
82,20.750848410644533,0.008441196837723255,20.596287770126803,0.008751297096411387
83,20.775571473999022,0.00839591024786234,20.837459441676284,0.008266954980790615
84,20.748014829101564,0.008449279841184616,20.763475628477153,0.008420471788355798
85,20.76524157409668,0.008417039999365807,20.774541806307706,0.008388909489819497
86,20.749264107666015,0.00845097223997116,20.502725279836945,0.008924694200131027
87,20.748037026367186,0.008446625856757164,20.71129465045351,0.008525999328403762
88,20.76023173034668,0.008422317931652068,20.63547456452341,0.008671017446075424
89,20.74613539489746,0.008451722548305987,20.6587718408758,0.008628813808388782
90,20.729393846435546,0.008492229890227318,20.69057007298325,0.0085576622481599
